Ano,Subprefeitura,Dist_Adm,Populacao
2000,Moóca,Água Rasa,85992
2001,Moóca,Água Rasa,86000
2002,Moóca,Água Rasa,85916
2003,Moóca,Água Rasa,85775
2004,Moóca,Água Rasa,85682
2005,Moóca,Água Rasa,85593
2006,Moóca,Água Rasa,85473
2007,Moóca,Água Rasa,85332
2008,Moóca,Água Rasa,85189
2009,Moóca,Água Rasa,85053
2010,Moóca,Água Rasa,84971
2011,Moóca,Água Rasa,85181
2012,Moóca,Água Rasa,85429
2013,Moóca,Água Rasa,85745
2014,Moóca,Água Rasa,86074
2015,Moóca,Água Rasa,86402
2016,Moóca,Água Rasa,86645
2017,Moóca,Água Rasa,86841
2018,Moóca,Água Rasa,87001
2019,Moóca,Água Rasa,87128
2020,Moóca,Água Rasa,87131
2021,Moóca,Água Rasa,86851
2022,Moóca,Água Rasa,86504
2023,Moóca,Água Rasa,86297
2024,Moóca,Água Rasa,85993
2000,Pinheiros,Alto de Pinheiros,44513
2001,Pinheiros,Alto de Pinheiros,44408
2002,Pinheiros,Alto de Pinheiros,44282
2003,Pinheiros,Alto de Pinheiros,44117
2004,Pinheiros,Alto de Pinheiros,43969
2005,Pinheiros,Alto de Pinheiros,43839
2006,Pinheiros,Alto de Pinheiros,43698
2007,Pinheiros,Alto de Pinheiros,43546
2008,Pinheiros,Alto de Pinheiros,43375
2009,Pinheiros,Alto de Pinheiros,43218
2010,Pinheiros,Alto de Pinheiros,43128
2011,Pinheiros,Alto de Pinheiros,42798
2012,Pinheiros,Alto de Pinheiros,42457
2013,Pinheiros,Alto de Pinheiros,42138
2014,Pinheiros,Alto de Pinheiros,41820
2015,Pinheiros,Alto de Pinheiros,41493
2016,Pinheiros,Alto de Pinheiros,41081
2017,Pinheiros,Alto de Pinheiros,40652
2018,Pinheiros,Alto de Pinheiros,40224
2019,Pinheiros,Alto de Pinheiros,39787
2020,Pinheiros,Alto de Pinheiros,39295
2021,Pinheiros,Alto de Pinheiros,38676
2022,Pinheiros,Alto de Pinheiros,38068
2023,Pinheiros,Alto de Pinheiros,37532
2024,Pinheiros,Alto de Pinheiros,36987
2000,Perus,Anhanguera,38037
2001,Perus,Anhanguera,40747
2002,Perus,Anhanguera,43456
2003,Perus,Anhanguera,46162
2004,Perus,Anhanguera,48917
2005,Perus,Anhanguera,51736
2006,Perus,Anhanguera,54560
2007,Perus,Anhanguera,57375
2008,Perus,Anhanguera,60202
2009,Perus,Anhanguera,63056
2010,Perus,Anhanguera,65561
2011,Perus,Anhanguera,66423
2012,Perus,Anhanguera,67262
2013,Perus,Anhanguera,68072
2014,Perus,Anhanguera,68938
2015,Perus,Anhanguera,69830
2016,Perus,Anhanguera,70593
2017,Perus,Anhanguera,71363
2018,Perus,Anhanguera,72159
2019,Perus,Anhanguera,72973
2020,Perus,Anhanguera,73658
2021,Perus,Anhanguera,74140
2022,Perus,Anhanguera,74860
2023,Perus,Anhanguera,75428
2024,Perus,Anhanguera,75967
2000,Aricanduva/Formosa/Carrão,Aricanduva,94845
2001,Aricanduva/Formosa/Carrão,Aricanduva,94516
2002,Aricanduva/Formosa/Carrão,Aricanduva,94090
2003,Aricanduva/Formosa/Carrão,Aricanduva,93631
2004,Aricanduva/Formosa/Carrão,Aricanduva,93108
2005,Aricanduva/Formosa/Carrão,Aricanduva,92545
2006,Aricanduva/Formosa/Carrão,Aricanduva,91988
2007,Aricanduva/Formosa/Carrão,Aricanduva,91382
2008,Aricanduva/Formosa/Carrão,Aricanduva,90748
2009,Aricanduva/Formosa/Carrão,Aricanduva,90118
2010,Aricanduva/Formosa/Carrão,Aricanduva,89664
2011,Aricanduva/Formosa/Carrão,Aricanduva,89862
2012,Aricanduva/Formosa/Carrão,Aricanduva,90076
2013,Aricanduva/Formosa/Carrão,Aricanduva,90246
2014,Aricanduva/Formosa/Carrão,Aricanduva,90370
2015,Aricanduva/Formosa/Carrão,Aricanduva,90552
2016,Aricanduva/Formosa/Carrão,Aricanduva,90678
2017,Aricanduva/Formosa/Carrão,Aricanduva,90774
2018,Aricanduva/Formosa/Carrão,Aricanduva,90870
2019,Aricanduva/Formosa/Carrão,Aricanduva,90906
2020,Aricanduva/Formosa/Carrão,Aricanduva,90822
2021,Aricanduva/Formosa/Carrão,Aricanduva,90497
2022,Aricanduva/Formosa/Carrão,Aricanduva,89998
2023,Aricanduva/Formosa/Carrão,Aricanduva,89773
2024,Aricanduva/Formosa/Carrão,Aricanduva,89499
2000,Penha,Artur Alvim,111294
2001,Penha,Artur Alvim,111052
2002,Penha,Artur Alvim,110617
2003,Penha,Artur Alvim,110092
2004,Penha,Artur Alvim,109499
2005,Penha,Artur Alvim,108867
2006,Penha,Artur Alvim,108139
2007,Penha,Artur Alvim,107392
2008,Penha,Artur Alvim,106648
2009,Penha,Artur Alvim,105867
2010,Penha,Artur Alvim,105317
2011,Penha,Artur Alvim,104730
2012,Penha,Artur Alvim,104179
2013,Penha,Artur Alvim,103643
2014,Penha,Artur Alvim,103072
2015,Penha,Artur Alvim,102465
2016,Penha,Artur Alvim,101713
2017,Penha,Artur Alvim,100951
2018,Penha,Artur Alvim,100242
2019,Penha,Artur Alvim,99514
2020,Penha,Artur Alvim,98592
2021,Penha,Artur Alvim,97306
2022,Penha,Artur Alvim,95947
2023,Penha,Artur Alvim,94840
2024,Penha,Artur Alvim,93634
2000,Lapa,Barra Funda,12992
2001,Lapa,Barra Funda,13136
2002,Lapa,Barra Funda,13265
2003,Lapa,Barra Funda,13361
2004,Lapa,Barra Funda,13457
2005,Lapa,Barra Funda,13599
2006,Lapa,Barra Funda,13754
2007,Lapa,Barra Funda,13905
2008,Lapa,Barra Funda,14070
2009,Lapa,Barra Funda,14231
2010,Lapa,Barra Funda,14371
2011,Lapa,Barra Funda,15861
2012,Lapa,Barra Funda,17372
2013,Lapa,Barra Funda,18904
2014,Lapa,Barra Funda,20502
2015,Lapa,Barra Funda,22134
2016,Lapa,Barra Funda,23775
2017,Lapa,Barra Funda,25404
2018,Lapa,Barra Funda,27062
2019,Lapa,Barra Funda,28732
2020,Lapa,Barra Funda,30377
2021,Lapa,Barra Funda,31985
2022,Lapa,Barra Funda,33377
2023,Lapa,Barra Funda,34965
2024,Lapa,Barra Funda,36499
2000,Sé,Bela Vista,63276
2001,Sé,Bela Vista,63979
2002,Sé,Bela Vista,64639
2003,Sé,Bela Vista,65273
2004,Sé,Bela Vista,65888
2005,Sé,Bela Vista,66517
2006,Sé,Bela Vista,67131
2007,Sé,Bela Vista,67735
2008,Sé,Bela Vista,68329
2009,Sé,Bela Vista,68896
2010,Sé,Bela Vista,69406
2011,Sé,Bela Vista,68819
2012,Sé,Bela Vista,68167
2013,Sé,Bela Vista,67455
2014,Sé,Bela Vista,66725
2015,Sé,Bela Vista,65927
2016,Sé,Bela Vista,65138
2017,Sé,Bela Vista,64317
2018,Sé,Bela Vista,63629
2019,Sé,Bela Vista,62934
2020,Sé,Bela Vista,62051
2021,Sé,Bela Vista,61156
2022,Sé,Bela Vista,60277
2023,Sé,Bela Vista,59438
2024,Sé,Bela Vista,58525
2000,Moóca,Belém,39712
2001,Moóca,Belém,40107
2002,Moóca,Belém,40496
2003,Moóca,Belém,40940
2004,Moóca,Belém,41438
2005,Moóca,Belém,42038
2006,Moóca,Belém,42676
2007,Moóca,Belém,43282
2008,Moóca,Belém,43874
2009,Moóca,Belém,44447
2010,Moóca,Belém,45010
2011,Moóca,Belém,46036
2012,Moóca,Belém,47028
2013,Moóca,Belém,47902
2014,Moóca,Belém,48709
2015,Moóca,Belém,49514
2016,Moóca,Belém,50457
2017,Moóca,Belém,51391
2018,Moóca,Belém,52323
2019,Moóca,Belém,53269
2020,Moóca,Belém,54090
2021,Moóca,Belém,54870
2022,Moóca,Belém,55555
2023,Moóca,Belém,56454
2024,Moóca,Belém,57248
2000,Sé,Bom Retiro,26678
2001,Sé,Bom Retiro,27345
2002,Sé,Bom Retiro,27985
2003,Sé,Bom Retiro,28656
2004,Sé,Bom Retiro,29370
2005,Sé,Bom Retiro,30092
2006,Sé,Bom Retiro,30815
2007,Sé,Bom Retiro,31565
2008,Sé,Bom Retiro,32321
2009,Sé,Bom Retiro,33089
2010,Sé,Bom Retiro,33825
2011,Sé,Bom Retiro,33889
2012,Sé,Bom Retiro,33909
2013,Sé,Bom Retiro,33903
2014,Sé,Bom Retiro,33871
2015,Sé,Bom Retiro,33829
2016,Sé,Bom Retiro,33819
2017,Sé,Bom Retiro,33809
2018,Sé,Bom Retiro,33799
2019,Sé,Bom Retiro,33759
2020,Sé,Bom Retiro,33643
2021,Sé,Bom Retiro,33509
2022,Sé,Bom Retiro,33418
2023,Sé,Bom Retiro,33322
2024,Sé,Bom Retiro,33179
2000,Moóca,Brás,25230
2001,Moóca,Brás,25636
2002,Moóca,Brás,26003
2003,Moóca,Brás,26363
2004,Moóca,Brás,26725
2005,Moóca,Brás,27128
2006,Moóca,Brás,27524
2007,Moóca,Brás,27954
2008,Moóca,Brás,28424
2009,Moóca,Brás,28846
2010,Moóca,Brás,29229
2011,Moóca,Brás,30026
2012,Moóca,Brás,30833
2013,Moóca,Brás,31580
2014,Moóca,Brás,32359
2015,Moóca,Brás,33153
2016,Moóca,Brás,33941
2017,Moóca,Brás,34715
2018,Moóca,Brás,35537
2019,Moóca,Brás,36351
2020,Moóca,Brás,37050
2021,Moóca,Brás,37741
2022,Moóca,Brás,38400
2023,Moóca,Brás,39149
2024,Moóca,Brás,39822
2000,Freguesia/Brasilândia,Brasilândia,246906
2001,Freguesia/Brasilândia,Brasilândia,249560
2002,Freguesia/Brasilândia,Brasilândia,251751
2003,Freguesia/Brasilândia,Brasilândia,253750
2004,Freguesia/Brasilândia,Brasilândia,255665
2005,Freguesia/Brasilândia,Brasilândia,257482
2006,Freguesia/Brasilândia,Brasilândia,259024
2007,Freguesia/Brasilândia,Brasilândia,260393
2008,Freguesia/Brasilândia,Brasilândia,261795
2009,Freguesia/Brasilândia,Brasilândia,263138
2010,Freguesia/Brasilândia,Brasilândia,264764
2011,Freguesia/Brasilândia,Brasilândia,263447
2012,Freguesia/Brasilândia,Brasilândia,262105
2013,Freguesia/Brasilândia,Brasilândia,260639
2014,Freguesia/Brasilândia,Brasilândia,259103
2015,Freguesia/Brasilândia,Brasilândia,257573
2016,Freguesia/Brasilândia,Brasilândia,256167
2017,Freguesia/Brasilândia,Brasilândia,254644
2018,Freguesia/Brasilândia,Brasilândia,252914
2019,Freguesia/Brasilândia,Brasilândia,250868
2020,Freguesia/Brasilândia,Brasilândia,248298
2021,Freguesia/Brasilândia,Brasilândia,245109
2022,Freguesia/Brasilândia,Brasilândia,241824
2023,Freguesia/Brasilândia,Brasilândia,238405
2024,Freguesia/Brasilândia,Brasilândia,234740
2000,Butantã,Butantã,52705
2001,Butantã,Butantã,52969
2002,Butantã,Butantã,53206
2003,Butantã,Butantã,53381
2004,Butantã,Butantã,53557
2005,Butantã,Butantã,53722
2006,Butantã,Butantã,53821
2007,Butantã,Butantã,53896
2008,Butantã,Butantã,53986
2009,Butantã,Butantã,54080
2010,Butantã,Butantã,54184
2011,Butantã,Butantã,54007
2012,Butantã,Butantã,53874
2013,Butantã,Butantã,53803
2014,Butantã,Butantã,53716
2015,Butantã,Butantã,53642
2016,Butantã,Butantã,53600
2017,Butantã,Butantã,53525
2018,Butantã,Butantã,53352
2019,Butantã,Butantã,53138
2020,Butantã,Butantã,52904
2021,Butantã,Butantã,52577
2022,Butantã,Butantã,52168
2023,Butantã,Butantã,51776
2024,Butantã,Butantã,51323
2000,Casa Verde/Cachoeirinha,Cachoeirinha,147458
2001,Casa Verde/Cachoeirinha,Cachoeirinha,147430
2002,Casa Verde/Cachoeirinha,Cachoeirinha,147165
2003,Casa Verde/Cachoeirinha,Cachoeirinha,146781
2004,Casa Verde/Cachoeirinha,Cachoeirinha,146352
2005,Casa Verde/Cachoeirinha,Cachoeirinha,145867
2006,Casa Verde/Cachoeirinha,Cachoeirinha,145381
2007,Casa Verde/Cachoeirinha,Cachoeirinha,144822
2008,Casa Verde/Cachoeirinha,Cachoeirinha,144202
2009,Casa Verde/Cachoeirinha,Cachoeirinha,143662
2010,Casa Verde/Cachoeirinha,Cachoeirinha,143555
2011,Casa Verde/Cachoeirinha,Cachoeirinha,143738
2012,Casa Verde/Cachoeirinha,Cachoeirinha,143907
2013,Casa Verde/Cachoeirinha,Cachoeirinha,144051
2014,Casa Verde/Cachoeirinha,Cachoeirinha,144217
2015,Casa Verde/Cachoeirinha,Cachoeirinha,144464
2016,Casa Verde/Cachoeirinha,Cachoeirinha,144684
2017,Casa Verde/Cachoeirinha,Cachoeirinha,144856
2018,Casa Verde/Cachoeirinha,Cachoeirinha,144996
2019,Casa Verde/Cachoeirinha,Cachoeirinha,144907
2020,Casa Verde/Cachoeirinha,Cachoeirinha,144508
2021,Casa Verde/Cachoeirinha,Cachoeirinha,143774
2022,Casa Verde/Cachoeirinha,Cachoeirinha,142761
2023,Casa Verde/Cachoeirinha,Cachoeirinha,141982
2024,Casa Verde/Cachoeirinha,Cachoeirinha,141097
2000,Sé,Cambuci,28790
2001,Sé,Cambuci,29554
2002,Sé,Cambuci,30310
2003,Sé,Cambuci,31114
2004,Sé,Cambuci,31969
2005,Sé,Cambuci,32822
2006,Sé,Cambuci,33650
2007,Sé,Cambuci,34484
2008,Sé,Cambuci,35306
2009,Sé,Cambuci,36134
2010,Sé,Cambuci,36872
2011,Sé,Cambuci,37594
2012,Sé,Cambuci,38321
2013,Sé,Cambuci,39043
2014,Sé,Cambuci,39741
2015,Sé,Cambuci,40461
2016,Sé,Cambuci,41180
2017,Sé,Cambuci,41907
2018,Sé,Cambuci,42669
2019,Sé,Cambuci,43396
2020,Sé,Cambuci,44038
2021,Sé,Cambuci,44634
2022,Sé,Cambuci,45259
2023,Sé,Cambuci,45896
2024,Sé,Cambuci,46497
2000,Santo Amaro,Campo Belo,66756
2001,Santo Amaro,Campo Belo,66750
2002,Santo Amaro,Campo Belo,66666
2003,Santo Amaro,Campo Belo,66528
2004,Santo Amaro,Campo Belo,66389
2005,Santo Amaro,Campo Belo,66275
2006,Santo Amaro,Campo Belo,66157
2007,Santo Amaro,Campo Belo,66030
2008,Santo Amaro,Campo Belo,65876
2009,Santo Amaro,Campo Belo,65755
2010,Santo Amaro,Campo Belo,65760
2011,Santo Amaro,Campo Belo,66357
2012,Santo Amaro,Campo Belo,66971
2013,Santo Amaro,Campo Belo,67603
2014,Santo Amaro,Campo Belo,68224
2015,Santo Amaro,Campo Belo,68827
2016,Santo Amaro,Campo Belo,69350
2017,Santo Amaro,Campo Belo,69868
2018,Santo Amaro,Campo Belo,70377
2019,Santo Amaro,Campo Belo,70883
2020,Santo Amaro,Campo Belo,71323
2021,Santo Amaro,Campo Belo,71599
2022,Santo Amaro,Campo Belo,71779
2023,Santo Amaro,Campo Belo,72068
2024,Santo Amaro,Campo Belo,72325
2000,Santo Amaro,Campo Grande,91298
2001,Santo Amaro,Campo Grande,92333
2002,Santo Amaro,Campo Grande,93326
2003,Santo Amaro,Campo Grande,94289
2004,Santo Amaro,Campo Grande,95229
2005,Santo Amaro,Campo Grande,96205
2006,Santo Amaro,Campo Grande,97148
2007,Santo Amaro,Campo Grande,98027
2008,Santo Amaro,Campo Grande,98918
2009,Santo Amaro,Campo Grande,99804
2010,Santo Amaro,Campo Grande,100631
2011,Santo Amaro,Campo Grande,102069
2012,Santo Amaro,Campo Grande,103546
2013,Santo Amaro,Campo Grande,105060
2014,Santo Amaro,Campo Grande,106604
2015,Santo Amaro,Campo Grande,108161
2016,Santo Amaro,Campo Grande,109519
2017,Santo Amaro,Campo Grande,110796
2018,Santo Amaro,Campo Grande,112128
2019,Santo Amaro,Campo Grande,113479
2020,Santo Amaro,Campo Grande,114723
2021,Santo Amaro,Campo Grande,115613
2022,Santo Amaro,Campo Grande,116404
2023,Santo Amaro,Campo Grande,117331
2024,Santo Amaro,Campo Grande,118297
2000,Campo Limpo,Campo Limpo,191239
2001,Campo Limpo,Campo Limpo,193703
2002,Campo Limpo,Campo Limpo,195908
2003,Campo Limpo,Campo Limpo,197923
2004,Campo Limpo,Campo Limpo,199813
2005,Campo Limpo,Campo Limpo,201730
2006,Campo Limpo,Campo Limpo,203662
2007,Campo Limpo,Campo Limpo,205498
2008,Campo Limpo,Campo Limpo,207302
2009,Campo Limpo,Campo Limpo,209182
2010,Campo Limpo,Campo Limpo,211186
2011,Campo Limpo,Campo Limpo,213460
2012,Campo Limpo,Campo Limpo,215752
2013,Campo Limpo,Campo Limpo,217975
2014,Campo Limpo,Campo Limpo,220143
2015,Campo Limpo,Campo Limpo,222403
2016,Campo Limpo,Campo Limpo,224704
2017,Campo Limpo,Campo Limpo,226903
2018,Campo Limpo,Campo Limpo,229038
2019,Campo Limpo,Campo Limpo,231145
2020,Campo Limpo,Campo Limpo,232854
2021,Campo Limpo,Campo Limpo,234034
2022,Campo Limpo,Campo Limpo,235049
2023,Campo Limpo,Campo Limpo,236260
2024,Campo Limpo,Campo Limpo,237221
2000,Penha,Cangaíba,137243
2001,Penha,Cangaíba,137470
2002,Penha,Cangaíba,137534
2003,Penha,Cangaíba,137504
2004,Penha,Cangaíba,137443
2005,Penha,Cangaíba,137428
2006,Penha,Cangaíba,137320
2007,Penha,Cangaíba,137059
2008,Penha,Cangaíba,136844
2009,Penha,Cangaíba,136641
2010,Penha,Cangaíba,136628
2011,Penha,Cangaíba,137299
2012,Penha,Cangaíba,137922
2013,Penha,Cangaíba,138460
2014,Penha,Cangaíba,139046
2015,Penha,Cangaíba,139622
2016,Penha,Cangaíba,140062
2017,Penha,Cangaíba,140476
2018,Penha,Cangaíba,140906
2019,Penha,Cangaíba,141222
2020,Penha,Cangaíba,141391
2021,Penha,Cangaíba,141319
2022,Penha,Cangaíba,141052
2023,Penha,Cangaíba,141015
2024,Penha,Cangaíba,140824
2000,Campo Limpo,Capão Redondo,240353
2001,Campo Limpo,Capão Redondo,243445
2002,Campo Limpo,Capão Redondo,246113
2003,Campo Limpo,Capão Redondo,248921
2004,Campo Limpo,Capão Redondo,251927
2005,Campo Limpo,Capão Redondo,254826
2006,Campo Limpo,Capão Redondo,257561
2007,Campo Limpo,Capão Redondo,260243
2008,Campo Limpo,Capão Redondo,262937
2009,Campo Limpo,Capão Redondo,265649
2010,Campo Limpo,Capão Redondo,268481
2011,Campo Limpo,Capão Redondo,269165
2012,Campo Limpo,Capão Redondo,269863
2013,Campo Limpo,Capão Redondo,270509
2014,Campo Limpo,Capão Redondo,271112
2015,Campo Limpo,Capão Redondo,271619
2016,Campo Limpo,Capão Redondo,271916
2017,Campo Limpo,Capão Redondo,272043
2018,Campo Limpo,Capão Redondo,272163
2019,Campo Limpo,Capão Redondo,272019
2020,Campo Limpo,Capão Redondo,271460
2021,Campo Limpo,Capão Redondo,270467
2022,Campo Limpo,Capão Redondo,269299
2023,Campo Limpo,Capão Redondo,268215
2024,Campo Limpo,Capão Redondo,266833
2000,Aricanduva/Formosa/Carrão,Carrão,78269
2001,Aricanduva/Formosa/Carrão,Carrão,78855
2002,Aricanduva/Formosa/Carrão,Carrão,79366
2003,Aricanduva/Formosa/Carrão,Carrão,79904
2004,Aricanduva/Formosa/Carrão,Carrão,80446
2005,Aricanduva/Formosa/Carrão,Carrão,80974
2006,Aricanduva/Formosa/Carrão,Carrão,81482
2007,Aricanduva/Formosa/Carrão,Carrão,81923
2008,Aricanduva/Formosa/Carrão,Carrão,82381
2009,Aricanduva/Formosa/Carrão,Carrão,82852
2010,Aricanduva/Formosa/Carrão,Carrão,83238
2011,Aricanduva/Formosa/Carrão,Carrão,83542
2012,Aricanduva/Formosa/Carrão,Carrão,83884
2013,Aricanduva/Formosa/Carrão,Carrão,84213
2014,Aricanduva/Formosa/Carrão,Carrão,84516
2015,Aricanduva/Formosa/Carrão,Carrão,84825
2016,Aricanduva/Formosa/Carrão,Carrão,85022
2017,Aricanduva/Formosa/Carrão,Carrão,85220
2018,Aricanduva/Formosa/Carrão,Carrão,85446
2019,Aricanduva/Formosa/Carrão,Carrão,85625
2020,Aricanduva/Formosa/Carrão,Carrão,85619
2021,Aricanduva/Formosa/Carrão,Carrão,85358
2022,Aricanduva/Formosa/Carrão,Carrão,85122
2023,Aricanduva/Formosa/Carrão,Carrão,84992
2024,Aricanduva/Formosa/Carrão,Carrão,84724
2000,Casa Verde/Cachoeirinha,Casa Verde,83753
2001,Casa Verde/Cachoeirinha,Casa Verde,84045
2002,Casa Verde/Cachoeirinha,Casa Verde,84205
2003,Casa Verde/Cachoeirinha,Casa Verde,84358
2004,Casa Verde/Cachoeirinha,Casa Verde,84566
2005,Casa Verde/Cachoeirinha,Casa Verde,84803
2006,Casa Verde/Cachoeirinha,Casa Verde,85000
2007,Casa Verde/Cachoeirinha,Casa Verde,85184
2008,Casa Verde/Cachoeirinha,Casa Verde,85350
2009,Casa Verde/Cachoeirinha,Casa Verde,85451
2010,Casa Verde/Cachoeirinha,Casa Verde,85608
2011,Casa Verde/Cachoeirinha,Casa Verde,85420
2012,Casa Verde/Cachoeirinha,Casa Verde,85228
2013,Casa Verde/Cachoeirinha,Casa Verde,85034
2014,Casa Verde/Cachoeirinha,Casa Verde,84804
2015,Casa Verde/Cachoeirinha,Casa Verde,84552
2016,Casa Verde/Cachoeirinha,Casa Verde,84263
2017,Casa Verde/Cachoeirinha,Casa Verde,83880
2018,Casa Verde/Cachoeirinha,Casa Verde,83450
2019,Casa Verde/Cachoeirinha,Casa Verde,82998
2020,Casa Verde/Cachoeirinha,Casa Verde,82404
2021,Casa Verde/Cachoeirinha,Casa Verde,81620
2022,Casa Verde/Cachoeirinha,Casa Verde,80827
2023,Casa Verde/Cachoeirinha,Casa Verde,80147
2024,Casa Verde/Cachoeirinha,Casa Verde,79301
2000,Cidade Ademar,Cidade Ademar,243297
2001,Cidade Ademar,Cidade Ademar,246388
2002,Cidade Ademar,Cidade Ademar,249066
2003,Cidade Ademar,Cidade Ademar,251494
2004,Cidade Ademar,Cidade Ademar,253758
2005,Cidade Ademar,Cidade Ademar,255969
2006,Cidade Ademar,Cidade Ademar,258125
2007,Cidade Ademar,Cidade Ademar,260096
2008,Cidade Ademar,Cidade Ademar,262091
2009,Cidade Ademar,Cidade Ademar,264194
2010,Cidade Ademar,Cidade Ademar,266479
2011,Cidade Ademar,Cidade Ademar,265459
2012,Cidade Ademar,Cidade Ademar,264490
2013,Cidade Ademar,Cidade Ademar,263486
2014,Cidade Ademar,Cidade Ademar,262345
2015,Cidade Ademar,Cidade Ademar,261250
2016,Cidade Ademar,Cidade Ademar,260217
2017,Cidade Ademar,Cidade Ademar,259059
2018,Cidade Ademar,Cidade Ademar,257639
2019,Cidade Ademar,Cidade Ademar,255909
2020,Cidade Ademar,Cidade Ademar,253795
2021,Cidade Ademar,Cidade Ademar,251066
2022,Cidade Ademar,Cidade Ademar,248360
2023,Cidade Ademar,Cidade Ademar,245527
2024,Cidade Ademar,Cidade Ademar,242478
2000,Capela do Socorro,Cidade Dutra,191203
2001,Capela do Socorro,Cidade Dutra,192230
2002,Capela do Socorro,Cidade Dutra,193033
2003,Capela do Socorro,Cidade Dutra,193696
2004,Capela do Socorro,Cidade Dutra,194238
2005,Capela do Socorro,Cidade Dutra,194664
2006,Capela do Socorro,Cidade Dutra,195053
2007,Capela do Socorro,Cidade Dutra,195292
2008,Capela do Socorro,Cidade Dutra,195520
2009,Capela do Socorro,Cidade Dutra,195788
2010,Capela do Socorro,Cidade Dutra,196317
2011,Capela do Socorro,Cidade Dutra,195626
2012,Capela do Socorro,Cidade Dutra,194886
2013,Capela do Socorro,Cidade Dutra,194005
2014,Capela do Socorro,Cidade Dutra,193149
2015,Capela do Socorro,Cidade Dutra,192329
2016,Capela do Socorro,Cidade Dutra,191306
2017,Capela do Socorro,Cidade Dutra,190154
2018,Capela do Socorro,Cidade Dutra,188980
2019,Capela do Socorro,Cidade Dutra,187704
2020,Capela do Socorro,Cidade Dutra,186243
2021,Capela do Socorro,Cidade Dutra,184334
2022,Capela do Socorro,Cidade Dutra,182224
2023,Capela do Socorro,Cidade Dutra,180273
2024,Capela do Socorro,Cidade Dutra,178182
2000,Itaquera,Cidade Líder,116666
2001,Itaquera,Cidade Líder,117821
2002,Itaquera,Cidade Líder,118931
2003,Itaquera,Cidade Líder,120022
2004,Itaquera,Cidade Líder,121032
2005,Itaquera,Cidade Líder,122016
2006,Itaquera,Cidade Líder,122959
2007,Itaquera,Cidade Líder,123827
2008,Itaquera,Cidade Líder,124678
2009,Itaquera,Cidade Líder,125546
2010,Itaquera,Cidade Líder,126512
2011,Itaquera,Cidade Líder,127388
2012,Itaquera,Cidade Líder,128359
2013,Itaquera,Cidade Líder,129268
2014,Itaquera,Cidade Líder,130309
2015,Itaquera,Cidade Líder,131477
2016,Itaquera,Cidade Líder,132481
2017,Itaquera,Cidade Líder,133431
2018,Itaquera,Cidade Líder,134364
2019,Itaquera,Cidade Líder,135203
2020,Itaquera,Cidade Líder,135824
2021,Itaquera,Cidade Líder,136082
2022,Itaquera,Cidade Líder,136309
2023,Itaquera,Cidade Líder,136634
2024,Itaquera,Cidade Líder,136921
2000,Cidade Tiradentes,Cidade Tiradentes,189500
2001,Cidade Tiradentes,Cidade Tiradentes,191880
2002,Cidade Tiradentes,Cidade Tiradentes,194119
